"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","GPS Global Trade Item Number","GPS Manufacturer Part Number","GPS Gender","GPS Age Group","GPS Color","GPS Size","GPS Material","GPS Pattern","GPS Item Group ID","GPS Category","GPS Enabled","Tax Provider Tax Code","Product Custom Fields"
"  SKU",85870,"[S]Disc color=Orange,[S]Disc weight=170-172 grams",," 9501-ICD-7072-ORAN",,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",85871,"[S]Disc color=Red,[S]Disc weight=167-169 grams",," 9501-ICD-6769-REDR ",,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",85872,"[S]Disc color=Orange,[S]Disc weight=167-169 grams",," 9501-ICD-6769-ORAN",,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",85873,"[S]Disc color=Blue,[S]Disc weight=167-169 grams",," 9501-ICD-6769-BLUE",,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",85874,"[S]Disc color=Yellow,[S]Disc weight=160-166 grams",," 9501-ICD-6066-YELL",,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,8254,"Innova Stingray (DX)",P,984,,"Innova Disc Golf","Disc Golf - Stock Models",Right,"<p>This ever popular Innova mid-range disc golf disc is already a favorite in Innova's DX plastic. The DX Stingray is a durable all-around disc that you can depend on for the straight approach you need. Often used as a dependable roller that stands up easily and rolls predictably. We recommend this disc to players looking for their first mid-range or their first turnover disc.</p> <p>Information about <a title=""Information about this plastic type"" href=""https://www.wrightlife.com/plastic-types-and-descriptions/"">Innova's DX plastic</a></p> <h3>FLIGHT CHARACTERISTICS</h3> <div><img class=""__mce_add_custom__"" title=""speed-4.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/speed-4.gif"" alt=""speed-4.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""glide-5.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/glide-5.gif"" alt=""glide-5.gif"" width=""70"" height=""62"" /></div> <p><img class=""__mce_add_custom__"" title=""turn-minus-3.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/turn-minus-3.gif"" alt=""turn-minus-3.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""fade-1.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/fade-1.gif"" alt=""fade-1.gif"" width=""70"" height=""62"" /><br /><a title=""About the flight characteristics numbering system"" href=""https://www.wrightlife.com/flight-bar-details/"">(What is this?)</a></p> <h3>SPECIFICATIONS</h3> <ul> <li>Classification: Mid-range</li> <li>Diameter: 21.7cm</li> <li>Best Choice for: Turnover shots, medium to long range roller</li> </ul> <h3>More Information</h3> <p><a title=""Wright Life staff picks"" href=""https://www.wrightlife.com/staff-picks/"">See what the Wright Life staff have in their bag</a></p> <p><a title=""Learn why discs fly the way they do"" href=""https://www.wrightlife.com/the-nature-of-flight/"">Learn about the ""Nature of Disc Flight""</a></p>",8.99,3.80,0.00,0.00,0.0000,N,,0.5000,8.2500,0.5000,8.2500,Y,Y,"Ships in 1-2 Days","by option",26,0,"Disc Golf/Discs/Midrange",42969,h/235/icd_dxStingray-new__27552.jpg,"INNOVA DX STINGRAY MIDRANGE GOLF DISC",Y,0,42970,c/608/icd_dxStingray-new-b__62021.jpg,"INNOVA DX STINGRAY MIDRANGE GOLF DISC",N,1,42971,y/051/icd_dxStingray-new-c__99168.jpg,,N,2,,,,,,,,,,,,,,,,,,New,N,,N,,,0,"Default Tax Class",,N,/disc-golf/discs/midrange/innova-stingray-dx/,,,,,,,,,,,,N,,"Speed=4;Glide=5;Turn=-3;Fade=1;""Plastic Class=Basic"""
"  SKU",88689,"[S]Disc color=Blue (light),[S]Disc weight=160-166 grams",,984ICDBL6066,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88690,"[S]Disc color=Orange,[S]Disc weight=160-166 grams",,984ICDORAN6066,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88691,"[S]Disc color=White,[S]Disc weight=160-166 grams",,984ICDWHIT6066,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88692,"[S]Disc color=Red,[S]Disc weight=160-166 grams",,984ICDRED6066,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88693,"[S]Disc color=Purple,[S]Disc weight=167-169 grams",,984ICDPURP6769,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88694,"[S]Disc color=Pink,[S]Disc weight=167-169 grams",,984ICDPINK6769,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88695,"[S]Disc color=White,[S]Disc weight=170-172 grams",,984ICDWHIT7072,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88696,"[S]Disc color=Yellow,[S]Disc weight=170-172 grams",,984ICDYELL7072,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88697,"[S]Disc color=Blue,[S]Disc weight=173-174 grams",,984ICDBLUE7374,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88698,"[S]Disc color=Yellow,[S]Disc weight=173-174 grams",,984ICDYELL7374,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88699,"[S]Disc color=Pink,[S]Disc weight=173-174 grams",,984ICDPINK7374,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88700,"[S]Disc color=Purple (light),[S]Disc weight=175-176 grams",,984ICDPL7576,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88701,"[S]Disc color=Orange,[S]Disc weight=175-176 grams",,984ICDORAN7576,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88702,"[S]Disc color=Red,[S]Disc weight=175-176 grams",,984ICDRED7576,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88703,"[S]Disc color=Yellow,[S]Disc weight=175-176 grams",,984ICDYELL7576,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88704,"[S]Disc color=White,[S]Disc weight=177-179 grams",,984ICDWHIT7779,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88705,"[S]Disc color=Orange (light),[S]Disc weight=180 grams",,984ICDLO180,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88706,"[S]Disc color=White,[S]Disc weight=180 grams",,984ICDWHIT180,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88707,"[S]Disc color=Blue,[S]Disc weight=180 grams",,984ICDBLUE180,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88708,"[S]Disc color=Yellow,[S]Disc weight=180 grams",,984ICDYELL180,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",88709,"[S]Disc color=Pink,[S]Disc weight=180 grams",,984ICDPINK180,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,8257,"Discmania PD3 (Glow C-Line) North Star 175g",P,9503DMXX,,Discmania,"North Star Stamps",Right,"<p>Let&rsquo;s face it - the PD2 Chaos is not meant for everyone. Picture Innova&rsquo;s Xcaliber with a little more speed and stability and you&rsquo;ll know what this disc is like. It is abnormally fast for the stability it offers. Targeted for the strong-armed touring pro, this disc is very reliable thrown backhand, forehand and overhead in pretty much all conditions. Do you think have what it takes to throw this disc? We recommend this disc to the experienced player that wants maximum wind resistance or needs a driver that will ALWAYS finish with lots of fade.</p> <p>Information about <a title=""Information about this plastic type"" href=""https://www.wrightlife.com/plastic-types-and-descriptions/"">Discmania's C-Line plastic</a></p> <h3>FLIGHT CHARACTERISTICS</h3> <div><img class=""__mce_add_custom__"" title=""speed-12.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/speed-12.gif"" alt=""speed-12.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""glide-4.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/glide-4.gif"" alt=""glide-4.gif"" width=""70"" height=""62"" /></div> <p><img class=""__mce_add_custom__"" title=""turn-zero.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/turn-zero.gif"" alt=""turn-zero.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""fade-4.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/fade-4.gif"" alt=""fade-4.gif"" width=""70"" height=""62"" /><br /><a title=""About the flight characteristics numbering system"" href=""https://www.wrightlife.com/flight-bar-details/"">(What is this?)</a></p> <h3>SPECIFICATIONS</h3> <ul> <li>Classification: Long Distance Drivers</li> <li>Diameter: 21.2cm</li> <li>Weight:&nbsp; All C-Line PD2s are max-weight (175 grams)</li> <li>Best Choice for: Huge hyzers, windy days</li> </ul> <h3>More Information</h3> <p><a title=""Wright Life staff picks"" href=""https://www.wrightlife.com/staff-picks/"">See what the Wright Life staff have in their bag</a></p> <p><a title=""Learn why discs fly the way they do"" href=""https://www.wrightlife.com/the-nature-of-flight/"">Learn about the ""Nature of Disc Flight""</a></p>",19.99,7.05,0.00,0.00,0.0000,N,,0.5000,8.2500,0.5000,8.2500,Y,Y,"Ships in 1-2 Days","by option",4,0,"Disc Golf/Discs/Distance Driver",42988,c/608/DSC04108__63875.JPG,,Y,0,42989,o/551/DSC04113__30560.JPG,,N,1,42990,z/999/DSC04118__58313.JPG,,N,2,42991,l/564/DSC04123__20433.JPG,,N,3,,,,,,,,,,,,,New,N,,N,,,0,"Default Tax Class",,N,/disc-golf/discs/distance-driver/discmania-pd3-glow-c-line-north-star-175g/,,,1146,,,,,,,,,N,,"Speed=12;Glide=4;Turn=0;Fade=4;""Plastic Class=Candy"""
"  SKU",86043,"[S]NORTH STAR PD3 STAMPS=Gold Metallic Stamp 175g",,9503DMGLOW-GOLD,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86044,"[S]NORTH STAR PD3 STAMPS=Blue Metallic Stamp 175g",,9503DMGLOW-BLUE,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86045,"[S]NORTH STAR PD3 STAMPS=Green Metallic Stamp 175g",,9503DMGLOW-GREEN,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86046,"[S]NORTH STAR PD3 STAMPS=Rainbow Stamp 175g",,9403DMGLOW-RAINBOW,,,,,,,0.00,,,,N,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,8263,"Innova Eagle (Champion) Double Circle Design",P,2518ICDXX,,"Innova Disc Golf","Disc Golf - Stock Models",Right,"<p>The speed and predictable flight characteristics of the Champion Eagle allow accurate long range power shots . This golf disc flies a little more overstable than the DX version of the Eagle disc golf driver. The Eagle flies very fast and straight. We recommend this disc to the intermediate to advanced golfer looking for a fairway driver with consistent turn and fade.</p> <p>Information about <a title=""Information about this plastic type"" href=""https://www.wrightlife.com/plastic-types-and-descriptions/"">Innova's Champion plastic</a></p> <h3>FLIGHT CHARACTERISTICS</h3> <div><img class=""__mce_add_custom__"" title=""speed-7.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/speed-7.gif"" alt=""speed-7.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""glide-4.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/glide-4.gif"" alt=""glide-4.gif"" width=""70"" height=""62"" /></div> <p><img class=""__mce_add_custom__"" title=""turn-minus-1.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/turn-minus-1.gif"" alt=""turn-minus-1.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""fade-3.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/fade-3.gif"" alt=""fade-3.gif"" width=""70"" height=""62"" /><br /><a title=""About the flight characteristics numbering system"" href=""https://www.wrightlife.com/flight-bar-details/"">(What is this?)</a></p> <h3>SPECIFICATIONS</h3> <ul> <li>Classification: Fairway</li> <li>Diameter: 21.2cm</li> <li>Best Choice for: First headwind driver, flex shots, power turnover shots</li> </ul> <h3>More Information</h3> <p><a title=""Wright Life staff picks"" href=""https://www.wrightlife.com/staff-picks/"">See what the Wright Life staff have in their bag</a></p> <p><a title=""Learn why discs fly the way they do"" href=""https://www.wrightlife.com/the-nature-of-flight/"">Learn about the ""Nature of Disc Flight""</a></p>",24.99,13.00,0.00,0.00,0.0000,N,,0.5000,8.2500,0.5000,8.2500,Y,Y,"Ships in 1-2 Days","by option",6,0,"Disc Golf/Discs/Fairway Driver",43038,a/078/DSC04218__48199.JPG,,Y,0,43039,q/540/DSC04209__53960.JPG,,N,1,,,,,,,,,,,,,,,,,,,,,,,New,N,,N,,,0,"Default Tax Class",,N,/disc-golf/discs/fairway-driver/innova-eagle-champion-double-circle-design/,,,2518,,,,,,,,,N,,"Speed=7;Glide=4;Turn=-1;Fade=3;""Plastic Class=Candy"""
"  SKU",86376,"[S]Disc color=Yellow,[S]Disc weight=175-176 grams",,2518ICD7576YELL,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86377,"[S]Disc color=Green,[S]Disc weight=175-176 grams",,2518ICD7576GREN,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86378,"[S]Disc color=Orange,[S]Disc weight=175-176 grams",,2518ICD7576ORAG,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,8273,"Innova Leopard (I-Dye Champion) *pick one*",P,5256ICD175YY,,"Innova Disc Golf","Innova I-Dyed Leopard",Right,"<p>The Innova Champion Leopard flies a little more overstable than the DX version of the Leopard disc golf driver. The Leopard is a fine disc for the beginning and intermediate player. We recommend this disc to any player looking to hit tight lines on a wooded course. Also great for straight shots you need to go a little further than a mid-range.</p> <p>These discs carry the signature of Barry Schultz, 2X World Champion.</p> <p>These discs come with unique, visually striking, color combinations. Many of them will look like the classic ""tie dye"" shirts. No two discs are the same. Whether you're tired of having that same color disc as everyone else on the course, or you just want a change of scenery in your bag, Innova Champion I-Dyed discs are the way to go. Choose from the available discs using the ""Pick one"" pull down box. Weights range from 170-175 grams.</p> <p>Information about <a title=""Information about this plastic type"" href=""https://www.wrightlife.com/plastic-types-and-descriptions/"">Innova's Champion plastic</a></p> <h3>FLIGHT CHARACTERISTICS</h3> <div><img class=""__mce_add_custom__"" title=""speed-6.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/speed-6.gif"" alt=""speed-6.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""glide-5.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/glide-5.gif"" alt=""glide-5.gif"" width=""70"" height=""62"" /></div> <p><img class=""__mce_add_custom__"" title=""turn-minus-2.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/turn-minus-2.gif"" alt=""turn-minus-2.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""fade-1.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/fade-1.gif"" alt=""fade-1.gif"" width=""70"" height=""62"" /><br /><a title=""About the flight characteristics numbering system"" href=""https://www.wrightlife.com/flight-bar-details/"">(What is this?)</a></p> <h3>SPECIFICATIONS</h3> <ul> <li>Classification: Fairway Driver</li> <li>Diameter: 21.2cm</li> <li>Best Choice for: Straight line driver, anhyzer shots, roller shots</li> </ul> <h3>More Information</h3> <p><a title=""Wright Life staff picks"" href=""https://www.wrightlife.com/staff-picks/"">See what the Wright Life staff have in their bag</a></p> <p><a title=""Learn why discs fly the way they do"" href=""https://www.wrightlife.com/the-nature-of-flight/"">Learn about the ""Nature of Disc Flight""</a></p>",19.99,7.05,15.99,0.00,0.0000,N,,0.5000,8.2500,0.5000,8.2500,Y,Y,"Ships in 1-2 Days","by option",7,0,"Disc Golf/Discs/Fairway Driver;Disc Golf/Discs/Unique, PFN & OOP/Dyed Discs",43096,j/327/DSC04335__86113.JPG,"Innova Leopard (I-Dye Champion) *pick one* D Top View",Y,0,43094,n/428/DSC04350__63802.JPG,"Innova Leopard (I-Dye Champion) *pick one* G Top View",N,1,43095,m/804/DSC04320__77781.JPG,"Innova Leopard (I-Dye Champion) *pick one* A Top View",N,3,,,,,,,,,,,,,,,,,,New,N,,N,,,0,"Default Tax Class",,N,/disc-golf/discs/fairway-driver/innova-leopard-i-dye-champion-pick-one/,,,3763,,,,,,,,,N,,"Speed=6;Glide=5;Turn=-2;Fade=1;""Plastic Class=Candy"""
"  SKU",86649,"[S]Choose your disc=175g Clear w Red Orange Purple",,5256ICD175A,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86650,"[S]Choose your disc=175g Clear w Red Yellow Green",,5256ICD175B,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86651,"[S]Choose your disc=175g Purple w Black Yellow",,5256ICD175c,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86652,"[S]Choose your disc=175g Red w Black Green",,5256ICD175D,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86653,"[S]Choose your disc=175g Yellow w Red Purple",,5256ICD175E,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86654,"[S]Choose your disc=175g Clear w Yellow Red Purple",,5256ICD175F,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86655,"[S]Choose your disc=175g Clear w Green Blue Purple",,5256ICD175G,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",21218,,,5256ICD175A,,,,,,,,,,,,,,,,,Y,Y,,,,,,,21218_source_1602772859.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",21220,,,5256ICD175B,,,,,,,,,,,,,,,,,Y,Y,,,,,,,21220_source_1602772889.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",21222,,,5256ICD175c,,,,,,,,,,,,,,,,,Y,Y,,,,,,,21222_source_1602772941.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",21224,,,5256ICD175D,,,,,,,,,,,,,,,,,Y,Y,,,,,,,21224_source_1602772986.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",21226,,,5256ICD175E,,,,,,,,,,,,,,,,,Y,Y,,,,,,,21226_source_1602773014.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",21228,,,5256ICD175F,,,,,,,,,,,,,,,,,Y,Y,,,,,,,21228_source_1602773039.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
"  Rule",21230,,,5256ICD175G,,,,,,,,,,,,,,,,,Y,Y,,,,,,,21230_source_1602773057.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
Product,8285,"Innova Caiman (Champion)",P,317ICDXX,,"Innova Disc Golf","Disc Golf - Stock Models",Right,"<p>For upshots that require a strong, consistent fade&mdash;especially into headwinds&mdash;look to the Caiman. The speed is slightly faster than the Gator and a similar disc to the Hyzer Bomb Mortar. You'll find the Caiman predictable and reliable in the toughest of situations. Great into the wind disc. The microbead gives the Caiman a smooth forehand release</p> <h3>FLIGHT CHARACTERISTICS</h3> <div><img class=""__mce_add_custom__"" title=""speed-5.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/speed-5.gif"" alt=""speed-5.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""glide-2.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/glide-2.gif"" alt=""glide-2.gif"" width=""70"" height=""62"" /></div> <p><img class=""__mce_add_custom__"" title=""turn-zero.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/turn-zero.gif"" alt=""turn-zero.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""fade-4.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/fade-4.gif"" alt=""fade-4.gif"" width=""70"" height=""62"" /><br /><a title=""About the flight characteristics numbering system"" href=""https://www.wrightlife.com/flight-bar-details/"">(What is this?)</a></p> <h3>SPECIFICATIONS</h3> <ul> <li>Classification: Mid-range</li> <li>Diameter: 21.2cm</li> <li>Rim: 1.4cm</li> <li>Best Choice for: Hlyzer forehand or backhand approach shots</li> </ul> <h3>More Information</h3> <p><a title=""Wright Life staff picks"" href=""https://www.wrightlife.com/staff-picks/"">See what the Wright Life staff have in their bag</a></p> <p><a title=""Learn why discs fly the way they do"" href=""https://www.wrightlife.com/the-nature-of-flight/"">Learn about the ""Nature of Disc Flight""</a></p>",15.99,8.05,0.00,0.00,0.0000,N,,0.5000,8.2500,0.5000,8.2500,Y,Y,"Ships in 1-2 Days","by option",3,0,"Disc Golf/Discs/Midrange",43164,i/711/DSC04579__87753.JPG,,Y,0,43163,m/101/DSC04574__20348.JPG,,N,1,,,,,,,,,,,,,,,,,,,,,,,New,N,,N,,,0,"Default Tax Class",,N,/disc-golf/discs/midrange/innova-caiman-champion/,,,,,,,,,,,,N,,"Speed=5;Glide=2;Turn=0;Fade=4;""Plastic Class=Premium"""
"  SKU",86737,"[S]Disc color=Green (light),[S]Disc weight=167-169 grams",,317ICDGL6769,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
